,Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Length,Width,Depth,Price
712,1636948,ROUND,0.8,VS2,N,EX,EX,EX,F,6.02,6.05,3.61,2069.27
713,200687-75,PEAR,1.2,SI2,F,VG,EX,VG,N,8.84,5.9,3.77,6582.87
714,1763395,ROUND,0.5,SI2,E,VG,VG,VG,N,4.91,4.97,3.19,1990.18
715,1773966,ROUND,0.5,VS2,F,GD,EX,GD,N,4.9,4.99,3.15,2106.04
716,1746667,ROUND,0.5,SI1,I,EX,EX,EX,N,5.08,5.1,3.09,2018.05
717,1791136,HEART,0.31,SI2,E,EX,EX,VG,N,4.04,4.78,2.76,902.26
718,1767195,PRINCESS,0.3,VS1,H,EX,VG,GD,F,3.67,3.66,2.64,815.15
719,1791517,ROUND,0.4,VVS1,D,EX,EX,EX,N,4.69,4.72,2.95,2020.7
720,1782683,EMERALD,0.51,SI1,J,EX,EX,VG,F,5.59,3.65,2.49,1281.9
721,210517-19,PEAR,1.5,SI2,F,VG,VG,VG,N,9.84,6.48,3.94,8589.3
722,200715-283,CUSHION,1.02,VVS2,Y-Z,EX,EX,VG,M,6.26,5.48,3.56,2358.92
723,1642237,CUSHION,0.8,VS2,J,VG,EX,GD,N,5.2,5.19,3.5,2076.37
724,1762861,EMERALD,0.34,VVS1,F,EX,VG,VG,F,4.85,3.4,2.26,1036.71
725,1656370,CUSHION,0.7,SI1,G,EX,EX,VG,N,5.34,4.86,3.25,2321.01
726,1646003,CUSHION,0.7,SI2,E,EX,EX,VG,N,5.25,4.77,3.24,2131.11
727,210019-107,CUSHION,1.0,SI1,K,EX,EX,VG,M,5.67,5.64,3.8,2224.84
728,1778806,PRINCESS,0.5,SI1,I,EX,EX,VG,N,4.48,4.4,3.15,1433.27
729,1645869,ROUND,0.5,SI1,I,EX,EX,EX,N,5.07,5.1,3.16,2029.85
730,1800788,HEART,0.32,SI2,F,EX,EX,EX,N,4.22,4.68,2.71,924.26
731,1767490,ROUND,0.5,VVS2,K,EX,EX,EX,M,5.07,5.1,3.18,1472.04
732,1800052,HEART,0.3,SI2,F,EX,VG,GD,N,3.98,4.71,2.78,848.6
733,1628222,CUSHION,0.92,SI1,J,EX,EX,EX,N,5.62,5.34,3.62,2606.31
734,1672857,CUSHION,0.72,SI1,D,EX,EX,EX,M,5.11,4.99,3.35,2525.64
735,1621801,ROUND,0.5,SI1,G,VG,EX,VG,N,4.99,5.04,3.11,2081.08
736,200709-130,PEAR,2.01,SI1,J,EX,EX,EX,ST,10.8,7.11,4.46,13526.75
737,211003-525,CUSHION,1.2,VS2,K,VG,EX,VG,N,6.05,5.71,3.99,3849.88
738,1791851,OVAL,0.31,VS2,G,EX,VG,VG,F,5.81,3.7,2.23,982.43
739,1641910,ROUND,0.55,SI1,I,EX,EX,EX,N,5.24,5.27,3.27,2108.86
740,1608365,CUSHION,0.91,VS2,F,EX,EX,EX,N,5.58,5.35,3.62,3914.58
741,1786752,PRINCESS,0.3,VS1,D,EX,EX,GD,N,3.69,3.64,2.53,971.75
742,1752045,PRINCESS,0.5,VS2,E,EX,EX,VG,N,4.4,4.35,3.16,1705.31
743,1628262,CUSHION,0.7,SI2,D,EX,EX,VG,N,5.11,4.94,3.36,2133.55
744,1783849,HEART,0.31,VS1,H,EX,EX,VG,N,4.26,4.67,2.72,1103.49
745,1785401,OVAL,0.55,VVS2,J,EX,EX,VG,N,7.18,4.55,2.64,1696.0
746,1761168,ROUND,0.5,SI1,D,VG,EX,GD,N,5.04,5.09,3.07,2060.99
747,1628232,CUSHION,0.8,VS2,J,EX,EX,VG,F,5.22,5.1,3.46,2166.14
748,1765744,OVAL,0.53,VS1,H,EX,EX,VG,F,6.46,4.51,2.83,1807.95
749,1781646,PEAR,0.5,VS1,F,VG,VG,VG,N,6.6,4.42,2.78,2003.66
750,1667371,OVAL,0.5,SI1,D,EX,EX,VG,N,6.72,4.48,2.67,1681.45
751,1767915,HEART,0.3,VVS1,D,VG,EX,GD,N,4.0,4.64,2.72,1136.1
752,1769640,HEART,0.3,VS1,F,EX,EX,VG,N,4.2,4.6,2.66,1124.39
753,1785429,OVAL,0.5,SI1,F,EX,VG,VG,N,6.73,4.29,2.65,1767.01
754,1662700,ROUND,0.5,VS2,F,GD,EX,GD,F,4.87,4.91,3.23,2053.39
755,1748065,PEAR,0.73,SI2,E,EX,EX,VG,F,7.74,4.99,3.15,2285.03
756,210199-25,OVAL,1.02,VVS2,W-X,EX,EX,VG,F,7.27,5.36,3.45,2241.07
757,1776473,OVAL,0.5,VS2,D,EX,VG,VG,M,6.37,4.39,2.77,1788.95
758,1755802,PRINCESS,0.46,VS1,H,VG,VG,VG,N,4.39,4.36,3.01,1267.8
759,1758822,ROUND,0.52,SI1,H,EX,EX,EX,N,5.16,5.18,3.24,2039.59
760,1672854,CUSHION,0.85,SI1,F,EX,VG,EX,N,5.64,5.18,3.47,3188.48
761,1758775,ROUND,0.5,SI1,F,VG,EX,VG,M,5.11,5.17,3.04,2055.16
762,1751784,EMERALD,0.41,VS2,D,EX,EX,VG,M,5.02,3.53,2.31,1148.07
763,211003-1081,CUSHION,1.02,SI2,H,EX,EX,EX,N,5.72,5.63,3.75,3193.78
764,1748955,ROUND,0.5,SI2,E,EX,EX,EX,N,5.08,5.1,3.18,2060.21
765,1755546,EMERALD,0.4,VVS2,E,EX,EX,VG,N,5.25,3.39,2.31,1426.36
766,1782057,ROUND,0.5,VVS1,M,EX,EX,EX,N,5.06,5.09,3.18,1497.46
767,1742055,OVAL,0.4,VS2,F,EX,EX,VG,N,6.48,4.1,2.37,1320.36
768,1778076,ROUND,0.5,SI1,I,EX,EX,EX,N,5.06,5.09,3.16,2056.05
769,1775298,HEART,0.37,VS1,K,EX,EX,EX,N,4.47,5.0,2.97,840.78
770,1781264,EMERALD,0.55,VS2,J,VG,EX,GD,F,5.21,3.93,2.75,1277.78
771,1609757,CUSHION,0.92,VVS1,L,EX,EX,EX,N,5.77,5.24,3.54,2089.31
772,1789195,OVAL,0.35,VS1,I,EX,EX,VG,N,5.8,3.98,2.34,966.24
773,1656018,ROUND,0.5,SI1,I,EX,EX,EX,N,5.12,5.15,3.12,2041.08
774,1648347,ROUND,0.5,VS2,E,VG,EX,GD,N,5.0,5.04,3.12,2344.52
775,1781599,OVAL,0.4,VS2,G,EX,EX,VG,N,5.66,4.22,2.61,1351.32
776,1738389,ROUND,0.9,SI1,N,EX,EX,EX,N,6.16,6.18,3.86,2081.18
777,1623521,EMERALD,0.5,VS2,E,EX,VG,VG,N,5.31,3.92,2.56,1696.22
778,1794902,PRINCESS,0.3,VS2,E,EX,VG,VG,N,3.83,3.76,2.58,982.48
779,1781395,HEART,0.33,VS2,F,EX,EX,VG,F,4.27,4.97,2.84,1141.12
780,1792837,ROUND,0.51,SI2,G,EX,EX,EX,N,5.08,5.11,3.19,2082.57
781,1790563,ROUND,0.46,VVS1,E,VG,EX,GD,N,4.76,4.85,3.1,2186.89
782,1794893,PRINCESS,0.5,SI2,F,VG,EX,VG,N,4.29,4.21,3.04,1548.04
783,1789534,ROUND,0.5,SI2,F,EX,VG,VG,N,5.02,5.08,3.17,2092.25
784,1630708,ROUND,0.5,VS2,H,GD,EX,VG,N,4.85,4.89,3.21,2029.93
785,1766599,ROUND,0.35,VVS2,J,EX,EX,EX,M,4.53,4.57,2.81,1040.18
786,1638098,CUSHION,0.9,SI1,H,EX,EX,VG,N,5.9,5.07,3.44,3650.01
787,1798021,ROUND,0.5,VS2,G,VG,EX,GD,M,4.97,5.04,3.16,2070.33
788,1660472,OVAL,0.5,SI2,H,EX,EX,VG,N,6.77,4.37,2.64,1398.81
789,1624615,ROUND,0.59,SI2,G,EX,EX,EX,F,5.35,5.39,3.36,1973.9
790,1776494,OVAL,0.5,VS2,H,EX,VG,GD,N,6.73,4.41,2.62,1682.51
791,1622635,OVAL,0.77,VVS2,FANCY,EX,EX,GD,F,6.68,4.92,3.06,2025.94
792,1781589,OVAL,0.5,SI1,J,EX,EX,VG,N,6.79,4.28,2.64,1349.58
793,1663482,PRINCESS,0.5,SI1,G,EX,EX,VG,N,4.34,4.33,3.15,1502.6
794,210353-287,PEAR,1.01,IF,F,VG,EX,EX,N,9.18,5.32,3.36,9641.69
795,210273-61,PEAR,1.0,VS2,G,VG,VG,GD,N,9.48,5.45,3.26,6495.53
796,1800378,PRINCESS,0.31,VS1,I,EX,EX,VG,N,3.78,3.73,2.71,838.87
797,1797913,ROUND,0.5,VS1,J,EX,EX,EX,N,5.02,5.06,3.17,2061.99
798,1785265,HEART,0.31,VS2,D,VG,VG,VG,M,4.1,4.66,2.8,1036.38
799,1667947,ROUND,0.5,SI2,E,VG,VG,VG,N,5.04,5.09,3.13,1985.77
800,1775313,HEART,0.3,SI1,D,VG,EX,VG,N,3.95,4.61,2.78,979.95
801,1625864,ROUND,0.5,SI1,G,EX,EX,EX,F,5.06,5.08,3.16,2017.02
802,1659646,ROUND,0.5,VS1,L,EX,EX,EX,N,5.05,5.07,3.17,1520.66
803,1795447,ROUND,0.3,VVS1,K,EX,EX,EX,M,4.36,4.38,2.61,895.73
804,1767185,PRINCESS,0.42,VVS1,G,EX,EX,VG,N,4.22,4.17,2.9,1423.99
805,1665786,CUSHION,0.75,SI1,E,EX,VG,VG,N,5.41,4.94,3.35,2679.02
806,1789522,ROUND,0.5,SI2,D,GD,EX,VG,N,5.01,5.07,3.05,1963.17
807,1636185,EMERALD,0.5,SI1,F,EX,EX,VG,N,5.18,3.83,2.61,1409.15
808,1612572,CUSHION,0.8,VVS2,J,EX,EX,VG,N,5.49,5.04,3.41,2038.84
809,1643755,PRINCESS,0.5,SI1,G,VG,EX,VG,N,4.26,4.26,3.14,1402.39
810,1626559,PRINCESS,0.52,VVS2,O-P,EX,VG,VG,N,4.36,4.34,3.14,834.0
811,210329-31,PEAR,2.01,SI2,L,EX,VG,VG,M,11.32,6.76,4.23,9578.57
812,1631319,CUSHION,0.82,SI1,G,EX,EX,VG,F,5.58,5.07,3.43,2602.91
813,1771764,PRINCESS,0.3,VS1,E,VG,EX,GD,N,3.82,3.77,2.67,900.28
814,1790480,ROUND,0.61,SI1,J,EX,EX,EX,F,5.38,5.42,3.36,2081.4
815,201229-66,CUSHION,1.2,VS1,I,GD,EX,VG,N,6.08,5.61,4.01,4805.37
816,1643750,PRINCESS,0.56,VVS2,H,EX,EX,VG,N,4.53,4.47,3.25,1823.39
817,1781303,EMERALD,0.4,SI1,G,EX,VG,VG,N,5.08,3.5,2.34,1182.43
818,1781073,ROUND,0.35,VVS2,F,EX,EX,EX,N,4.52,4.54,2.81,1366.03
819,1800373,PRINCESS,0.31,VS1,D,EX,EX,VG,N,3.76,3.72,2.65,1016.45
820,1751869,HEART,0.31,VS1,G,EX,EX,VG,N,4.28,4.66,2.64,1063.69
821,1799879,EMERALD,0.31,VS2,D,EX,EX,VG,N,4.56,3.34,2.2,1031.2
822,1800308,PRINCESS,0.51,VVS2,E,EX,EX,VG,N,4.29,4.21,3.05,1936.06
823,1799727,EMERALD,0.5,SI1,L,EX,EX,VG,N,5.37,3.83,2.43,1034.31
824,200723-27,CUSHION,2.33,VVS1,G,EX,EX,EX,N,7.62,7.38,4.99,31512.41
825,1795353,ROUND,0.5,SI1,I,EX,EX,VG,N,5.03,5.09,3.17,2040.02
826,1657776,EMERALD,0.5,VS2,I,EX,VG,GD,F,5.2,3.84,2.58,1279.6
827,1796221,PRINCESS,0.4,VS2,D,VG,VG,GD,F,4.08,4.01,2.97,1344.58
828,1794847,PRINCESS,0.5,VS1,D,EX,EX,VG,M,4.35,4.29,3.11,1930.93
829,1761912,PRINCESS,0.51,VS1,F,EX,EX,GD,N,4.5,4.45,3.2,1812.78
830,1591215,CUSHION,0.5,SI2,J,VG,EX,VG,N,4.62,4.31,2.96,987.31
831,1783731,EMERALD,0.4,VVS1,E,VG,EX,VG,N,4.73,3.49,2.5,1408.11
832,1639761,OVAL,0.7,SI1,K,EX,EX,VG,N,6.84,5.06,3.13,1663.96
833,1781560,OVAL,0.5,VS2,G,EX,EX,VG,N,6.12,4.52,2.8,1865.76
834,1786744,PRINCESS,0.43,VS2,J,EX,EX,GD,N,4.23,4.15,3.01,1012.43
835,1627801,ROUND,0.5,SI1,K,EX,EX,EX,N,5.06,5.09,3.17,1534.52
836,1650863,ROUND,0.59,SI1,I,EX,EX,EX,N,5.37,5.4,3.32,1990.22
837,1666730,ROUND,0.5,VS2,H,GD,EX,GD,M,4.82,4.91,3.17,1978.2
838,1639532,CUSHION,0.91,VS1,K,EX,EX,VG,N,5.75,5.24,3.55,2319.07
839,1638095,CUSHION,0.9,SI1,F,VG,EX,EX,N,5.95,5.05,3.51,3170.35
840,1662447,ROUND,0.7,SI2,K,EX,EX,EX,M,5.65,5.67,3.55,2040.31
841,1584389,CUSHION,0.82,VS2,H,EX,EX,VG,N,5.79,5.03,3.41,2539.38
842,1796006,OVAL,0.5,VS1,I,VG,VG,GD,N,6.51,4.55,2.61,1650.45
843,1771754,PRINCESS,0.4,VS1,H,EX,VG,GD,F,4.1,4.02,2.92,1099.26
844,1665431,ROUND,0.53,VS2,J,EX,EX,EX,N,5.17,5.18,3.23,2041.19
845,1639004,ROUND,0.5,VS2,G,VG,VG,GD,F,4.97,5.04,3.13,2112.09
846,1660161,CUSHION,0.85,VS1,F,EX,EX,EX,F,5.6,5.1,3.47,3631.94
847,1659872,ROUND,0.5,SI2,D,EX,EX,EX,F,5.05,5.08,3.17,2076.53
848,1650984,CUSHION,0.9,VS2,H,EX,EX,VG,N,5.49,5.38,3.63,3856.69
849,1791056,EMERALD,0.3,VS2,E,EX,EX,VG,N,4.77,3.13,2.11,1031.12
850,1785758,PRINCESS,0.37,VS2,G,EX,VG,GD,N,4.02,4.02,2.89,972.7
851,1665949,MARQUISE,0.5,VS2,E,EX,EX,EX,N,8.43,4.1,2.47,1989.32
852,1789020,EMERALD,0.42,VVS2,I,EX,EX,GD,N,5.24,3.54,2.27,1283.45
853,1672163,ROUND,0.5,SI1,G,EX,EX,VG,ST,5.02,5.05,3.17,1975.49
854,1785400,OVAL,0.5,VVS2,E,EX,EX,VG,F,7.06,4.43,2.56,2150.69
855,1785088,EMERALD,0.33,VVS2,E,EX,VG,GD,N,4.58,3.39,2.22,1066.91
856,200712-223,CUSHION,1.02,VVS2,E,EX,EX,EX,N,5.67,5.67,3.81,7255.43
857,1643556,EMERALD,0.5,VVS2,I,VG,VG,FR,N,5.42,3.85,2.38,1310.72
858,1790476,ROUND,0.5,SI1,I,EX,EX,EX,N,5.06,5.07,3.18,2069.46
859,201235-207,CUSHION,1.0,SI2,L,EX,EX,EX,N,5.84,5.55,3.75,1458.21
860,1635455,ROUND,0.5,SI1,E,VG,EX,VG,F,5.02,5.04,3.21,2024.71
861,1749454,ROUND,0.59,VVS1,K,EX,EX,EX,N,5.34,5.38,3.35,1473.73
862,1773564,OVAL,0.4,VS2,J,EX,EX,VG,N,6.14,4.14,2.52,969.43
863,1668906,ROUND,0.5,SI2,G,EX,EX,EX,F,5.06,5.09,3.18,2062.7
864,1615070,CUSHION,0.72,SI2,H,EX,EX,VG,N,5.52,4.78,3.22,1516.09
865,1649750,ROUND,0.58,SI1,H,EX,EX,EX,ST,5.4,5.44,3.26,2351.54
866,1789101,HEART,0.3,VVS2,E,VG,VG,GD,N,4.05,4.74,2.83,1097.99
867,1799199,ROUND,0.65,VS2,K,EX,EX,EX,N,5.53,5.55,3.43,2080.36
868,210369-584,PEAR,1.51,SI2,H,GD,EX,GD,F,9.34,6.21,3.89,9350.66
869,1645860,ROUND,0.5,SI1,G,EX,EX,EX,N,5.07,5.09,3.17,2080.0
870,1651869,CUSHION,0.51,SI1,FANCY,EX,EX,VG,F,4.71,4.25,2.88,1515.05
871,210369-589,PEAR,1.0,I1,L,EX,EX,VG,ST,8.49,5.56,3.47,2283.34
872,1740802,OVAL,0.4,VS2,F,EX,VG,VG,N,5.76,4.28,2.56,1305.46
873,1800978,PRINCESS,0.5,SI2,H,GD,VG,VG,N,4.13,4.12,3.11,1158.58
874,1774449,OVAL,0.5,VS1,G,VG,EX,GD,N,6.1,4.54,2.81,1684.98
875,1773952,ROUND,0.5,VS2,E,GD,EX,GD,N,4.89,4.95,3.22,2106.75
876,1637304,ROUND,0.5,VS1,D,EX,EX,EX,M,5.06,5.09,3.17,2470.95
877,201210-1179,CUSHION,1.0,VS2,G,EX,EX,EX,N,5.6,5.57,3.78,4959.29
878,1769140,ROUND,0.5,SI2,E,EX,EX,EX,N,5.17,5.18,3.07,2110.84
879,1768058,PEAR,0.9,SI2,D,EX,EX,VG,F,8.64,5.39,3.23,4431.08
880,1740316,OVAL,0.4,VS2,G,EX,EX,VG,N,6.23,4.0,2.47,1268.18
881,1778098,ROUND,0.5,SI2,E,VG,EX,EX,N,4.98,5.01,3.22,2051.69
882,1794604,OVAL,0.52,VVS1,H,EX,EX,EX,ST,6.74,4.41,2.71,1664.14
883,1601093,CUSHION,0.9,SI1,D,EX,EX,EX,VS,5.39,5.39,3.66,3025.82
884,1787124,ROUND,0.5,SI1,E,VG,VG,GD,N,4.97,5.04,3.17,2077.03
885,1788242,PRINCESS,0.42,SI1,E,EX,EX,VG,N,4.23,4.18,2.91,1284.2
886,1797423,OVAL,0.42,IF,E,EX,EX,VG,N,6.25,4.12,2.55,1695.27
887,1730294,ROUND,0.5,SI2,F,EX,EX,VG,N,5.11,5.14,3.09,1969.73
888,1769681,HEART,0.29,VS1,F,VG,VG,VG,N,4.17,4.66,2.59,901.16
889,1783052,PEAR,0.5,VS1,E,EX,EX,VG,N,7.42,4.43,2.58,2319.73
890,1671581,PEAR,0.7,SI1,H,EX,EX,EX,N,7.84,4.87,3.07,2927.66
891,1731601,HEART,0.4,SI1,F,VG,VG,VG,F,4.52,5.2,2.93,1114.08
892,1765210,PRINCESS,0.6,SI1,F,EX,EX,GD,F,4.69,4.63,3.34,1833.75
893,1778563,HEART,0.3,VS1,I,EX,VG,GD,N,3.99,4.67,2.76,841.48
894,201173-248,CUSHION,1.5,SI2,H,EX,VG,VG,N,6.64,6.38,4.32,4806.83
895,211003-724,CUSHION,0.96,SI2,K,EX,EX,VG,F,6.07,5.28,3.58,2405.8
896,1642485,OVAL,0.5,SI1,J,EX,VG,GD,N,6.61,4.46,2.62,1146.4
897,1581580,CUSHION,0.8,VS2,I,EX,EX,EX,N,5.58,5.1,3.43,2491.37
898,1652695,CUSHION,0.71,SI1,H,EX,EX,VG,N,5.78,4.66,3.16,2335.84
899,202205-610,CUSHION,1.2,SI1,J,EX,EX,VG,N,6.66,5.61,3.77,3684.67
900,1785301,HEART,0.3,SI2,F,GD,VG,GD,N,4.33,4.57,2.47,794.37
901,1656608,OVAL,0.5,VS2,I,GD,VG,VG,N,6.37,4.53,2.61,1264.82
902,1796230,PRINCESS,0.3,VS1,G,EX,EX,VG,N,3.8,3.7,2.66,938.32
903,1653505,ROUND,0.5,SI1,H,EX,EX,EX,ST,5.04,5.08,3.16,1973.74
904,1658624,ROUND,0.5,SI1,D,VG,EX,VG,F,5.02,5.08,3.09,2096.5
905,1771189,EMERALD,0.3,VVS1,E,VG,EX,VG,N,4.84,3.23,1.9,1037.24
906,1652696,CUSHION,0.7,SI1,H,EX,EX,VG,N,5.69,4.78,3.15,2307.82
907,1645996,CUSHION,0.7,SI1,E,EX,EX,VG,N,5.3,4.84,3.26,2369.66
908,1795418,ROUND,0.51,SI2,K,VG,EX,VG,N,4.98,5.02,3.21,1403.36
909,1649397,ROUND,0.83,IF,M,EX,EX,EX,M,6.03,6.05,3.76,2551.5
910,1798563,EMERALD,0.32,VVS1,E,EX,EX,VG,N,4.74,3.37,2.2,1177.96
911,1665210,ROUND,0.5,VVS1,K,VG,VG,VG,N,5.1,5.14,3.07,1528.47
912,1784572,ROUND,0.5,SI2,F,EX,EX,EX,N,5.03,5.06,3.16,2048.45
913,1791062,EMERALD,0.3,SI1,D,EX,VG,GD,N,4.62,3.19,2.1,926.15
914,1793825,ROUND,0.5,VS2,D,VG,VG,GD,ST,4.9,5.0,3.16,2112.5
915,1785610,PEAR,0.3,VS2,H,VG,EX,VG,N,5.78,3.66,2.28,901.31
916,1796043,OVAL,0.4,SI1,K,EX,VG,GD,N,6.47,4.13,2.39,788.89
917,1628616,PRINCESS,0.5,VS1,D,EX,EX,VG,N,4.44,4.41,3.1,1817.35
918,210480-202,PEAR,2.0,SI2,J,VG,EX,EX,F,10.37,7.0,4.43,15891.75
919,210395-65,PEAR,1.7,SI1,D,VG,EX,EX,ST,10.73,6.24,3.93,16708.74
920,1667909,ROUND,0.51,SI1,G,EX,EX,EX,N,5.19,5.21,3.15,2088.44
921,1786528,EMERALD,0.35,VVS2,D,EX,EX,GD,F,5.0,3.34,2.14,1063.21
922,1793295,OVAL,0.32,VS2,E,EX,EX,EX,N,5.47,3.83,2.42,1105.46
923,1787139,ROUND,0.5,SI1,E,VG,EX,VG,F,4.95,5.01,3.16,2077.03
924,1788085,OVAL,0.4,VS2,D,VG,EX,VG,F,6.31,3.96,2.5,1354.06
925,200751-175,CUSHION,1.01,VS2,K,EX,EX,VG,F,6.05,5.37,3.64,2901.56
926,1789040,EMERALD,0.35,VVS1,E,EX,VG,VG,F,4.63,3.4,2.25,1151.31
927,201156-535,CUSHION,1.71,SI1,W-X,EX,EX,VG,N,6.96,6.44,4.38,3280.34
928,1798765,OVAL,0.3,VVS2,E,VG,EX,GD,N,5.86,3.68,2.12,984.43
929,1774292,MARQUISE,0.53,VVS2,G,EX,VG,VG,N,8.83,4.11,2.5,2006.69
930,1785260,HEART,0.3,VS1,G,VG,GD,GD,F,3.85,4.63,2.77,975.81
931,1615073,CUSHION,0.52,VVS1,I,EX,EX,VG,N,4.57,4.47,3.03,1430.13
932,1800750,HEART,0.33,VS1,I,EX,VG,GD,F,4.25,4.71,2.64,999.5
933,1648374,ROUND,0.5,VS2,F,EX,VG,VG,N,5.12,5.14,3.14,2448.26
934,1772611,MARQUISE,0.31,VS1,H,EX,VG,GD,N,7.31,3.44,2.13,875.07
935,1789906,HEART,0.31,VS1,D,EX,EX,GD,M,4.06,4.71,2.73,1043.17
936,1602041,CUSHION,0.8,VS2,J,EX,EX,EX,N,5.86,4.96,3.36,2157.93
937,1634758,PRINCESS,0.7,VS1,K,EX,EX,VG,N,4.9,4.82,3.52,1928.94
938,1651021,CUSHION,0.58,SI1,D,EX,EX,VG,N,5.16,4.46,3.02,1579.27
939,1734156,ROUND,0.5,SI2,E,EX,EX,EX,N,5.06,5.08,3.16,2082.93
940,1666247,PRINCESS,0.53,SI2,I,EX,EX,VG,F,4.53,4.48,3.04,1252.19
941,1773487,EMERALD,0.4,VS2,E,EX,VG,VG,F,5.18,3.57,2.33,1291.89
942,1786522,EMERALD,0.35,VVS1,E,EX,EX,GD,N,4.86,3.39,2.15,1163.8
943,1769517,EMERALD,0.4,VS2,E,VG,VG,VG,N,4.95,3.53,2.41,1277.01
944,1798754,OVAL,0.67,VS2,E,EX,EX,GD,ST,6.8,5.02,3.04,2257.32
945,1665793,CUSHION,0.51,VVS2,I,EX,EX,VG,N,4.53,4.43,3.0,1324.64
946,1636516,PRINCESS,0.52,VS1,F,EX,EX,VG,N,4.57,4.49,3.02,1814.98
947,1774887,ROUND,0.52,SI1,H,EX,EX,EX,N,5.11,5.13,3.2,2453.41
948,1767190,PRINCESS,0.46,VS2,E,EX,EX,VG,N,4.4,4.31,3.03,1439.59
949,1789186,OVAL,0.4,SI1,K,VG,VG,GD,N,6.31,4.04,2.36,766.58
950,1756164,ROUND,0.5,SI2,E,EX,EX,VG,N,5.09,5.13,3.11,2032.29
951,1764117,PRINCESS,0.41,VVS2,H,EX,EX,VG,N,4.31,4.19,2.89,1285.89
952,1639533,CUSHION,0.9,VS2,H,EX,EX,VG,N,5.51,5.31,3.59,3771.04
953,1665173,ROUND,0.7,SI2,K,EX,EX,EX,ST,5.63,5.67,3.53,1990.74
954,1786571,HEART,0.3,VS1,E,VG,EX,VG,N,4.03,4.78,2.86,1143.13
955,1800388,ROUND,0.6,VS1,FANCY,EX,EX,EX,N,5.37,5.4,3.37,2028.34
956,1632721,CUSHION,0.8,VS2,J,EX,EX,VG,N,5.56,5.06,3.39,2257.43
957,1771170,EMERALD,0.4,VS2,F,VG,EX,VG,N,4.9,3.51,2.36,1272.94
958,1774626,PRINCESS,0.5,VS2,D,EX,EX,GD,N,4.46,4.43,3.2,1880.34
959,1791890,PRINCESS,0.3,VS2,F,EX,EX,GD,N,3.85,3.78,2.63,926.15
960,1615090,CUSHION,0.5,VS2,J,EX,VG,VG,N,4.52,4.42,2.98,1136.92
961,202214-267,CUSHION,1.0,SI2,I,GD,EX,VG,N,5.64,5.31,3.82,2838.02
962,1756924,ROUND,0.5,SI1,I,EX,EX,EX,N,5.07,5.1,3.15,2030.57
963,1575611,CUSHION,0.83,VS1,L,EX,EX,VG,N,5.86,4.99,3.38,1407.77
964,211020-492,CUSHION,1.0,SI2,J,EX,EX,EX,N,6.36,5.33,3.53,2291.32
965,1789841,EMERALD,0.5,VS2,K,VG,VG,VG,N,5.54,3.9,2.34,1275.95
966,1672125,ROUND,0.5,VVS2,F,EX,EX,VG,M,5.03,5.09,3.1,2350.94
967,1776135,ROUND,0.3,VVS1,G,EX,EX,EX,N,4.37,4.4,2.64,1211.56
968,1751169,ROUND,0.5,VS2,G,VG,EX,EX,N,4.93,4.98,3.16,2455.65
969,1761158,ROUND,0.53,VS2,I,EX,EX,EX,F,5.15,5.19,3.23,2343.66
970,1784482,ROUND,0.5,SI1,E,EX,EX,VG,M,5.03,5.06,3.18,2105.76
971,200719-16,CUSHION,1.01,IF,F,EX,EX,EX,N,6.21,5.4,3.63,7289.18
972,1772704,PRINCESS,0.51,VVS2,H,GD,EX,GD,N,4.15,4.07,3.17,1648.09
973,1791131,HEART,0.31,VS2,I,EX,VG,VG,M,4.14,4.74,2.71,869.79
974,1783795,EMERALD,0.3,VS2,E,VG,VG,VG,N,4.62,3.25,2.09,1013.32
975,1782911,OVAL,0.6,VVS1,H,EX,VG,VG,F,7.3,4.68,2.82,2152.06
976,210507-156,PEAR,1.5,SI2,G,EX,GD,GD,N,9.7,6.35,4.0,9393.72
977,1785447,OVAL,0.4,VS2,E,VG,VG,GD,N,6.22,3.94,2.47,1324.32
978,1656360,CUSHION,0.8,VVS2,J,EX,EX,EX,F,5.18,5.16,3.49,2207.81
979,201177-356,CUSHION,1.01,SI2,F,EX,EX,EX,N,6.34,5.32,3.62,3633.68
980,211128-721,OVAL,1.01,SI2,L,EX,VG,VG,F,8.57,5.55,3.29,2299.64
981,1791220,OVAL,0.3,SI1,E,EX,EX,VG,N,5.21,3.87,2.35,923.11
982,1798554,EMERALD,0.31,VVS1,D,EX,EX,GD,N,4.82,3.14,2.15,1139.57
983,1791057,EMERALD,0.3,VS2,E,EX,EX,VG,ST,4.66,3.23,2.09,925.63
984,1786653,OVAL,0.3,VS2,D,EX,VG,GD,N,5.35,3.78,2.37,1032.64
985,1788096,OVAL,0.36,VS1,D,EX,EX,VG,N,6.2,3.9,2.36,1180.63
986,1790519,ROUND,0.5,SI2,F,EX,EX,EX,F,5.08,5.11,3.18,2048.45
987,1628223,CUSHION,0.9,SI1,K,EX,EX,VG,N,5.62,5.24,3.55,2119.75
988,1638094,CUSHION,0.9,SI1,F,EX,EX,VG,N,5.49,5.36,3.64,3660.36
989,1632447,ROUND,0.5,SI2,H,EX,EX,EX,N,5.06,5.08,3.16,1950.45
990,1646367,PRINCESS,0.5,SI1,J,VG,EX,GD,N,4.23,4.21,3.12,1065.06
991,1664488,CUSHION,0.8,SI1,I,EX,EX,VG,N,5.46,5.0,3.39,2406.77
